Customer ID,Recency,Frequency,Monetary
15759.0,19,2,185.04
15769.0,10,5,10189.08
15777.0,40,3,753.15
15780.0,80,1,177.15
15781.0,28,1,83.35
15785.0,17,1,928.58
15789.0,80,1,351.3
15796.0,24,1,343.92
15797.0,27,2,1510.2
15799.0,56,1,320.21999999999997
15805.0,11,2,924.5600000000001
15808.0,28,4,3651.27
15809.0,25,1,198.8
15810.0,19,1,377.32
15811.0,20,3,897.33
15812.0,40,1,244.8
15820.0,42,1,206.98
15822.0,81,1,440.2
15823.0,94,1,15.0
15827.0,3,7,734.28
15831.0,46,1,309.94
15835.0,53,1,301.11
15838.0,33,2,1235.0
15841.0,61,1,331.6
15843.0,26,1,118.95000000000002
15845.0,10,2,1232.58
15847.0,10,1,180.68
15854.0,33,3,747.3000000000001
15856.0,23,4,4360.21
15858.0,11,2,816.22
15860.0,91,1,102.66
15862.0,96,1,354.23
15864.0,38,1,242.42000000000002
15867.0,18,6,1068.8700000000001
15874.0,6,1,584.35
15880.0,91,1,329.03000000000003
15881.0,34,5,501.39000000000004
15882.0,90,2,371.32000000000005
15885.0,31,1,15.0
15889.0,91,1,272.07
15894.0,91,1,151.44
15898.0,89,2,516.64
15899.0,91,1,56.25
15903.0,17,1,161.28
15910.0,11,2,310.9
15916.0,52,3,575.0600000000001
15919.0,91,1,214.07999999999998
15922.0,95,1,369.5
15923.0,95,1,127.08
15932.0,11,1,317.73
15938.0,46,1,74.9
15939.0,9,4,1364.1000000000001
15940.0,33,1,35.8
15945.0,87,1,181.0
15950.0,82,1,428.82000000000005
15951.0,8,1,375.16999999999996
15953.0,5,3,652.12
15955.0,95,1,572.38
15965.0,89,1,156.19
15967.0,41,1,161.9
15970.0,26,1,314.1
15971.0,6,2,879.0
15973.0,89,1,307.82000000000005
15974.0,11,1,769.24
15981.0,33,1,270.0
15983.0,82,3,1138.37
15984.0,5,4,563.14
15987.0,91,1,113.48
15990.0,9,1,401.37
15996.0,7,2,473.34
15998.0,84,1,863.39
16003.0,82,1,1181.0
16010.0,85,1,110.1
16011.0,12,4,745.69
16013.0,24,12,7371.2
16014.0,13,1,253.63
16016.0,88,1,363.02
16019.0,19,4,1953.5
16027.0,6,2,399.72
16029.0,14,15,19452.27
16030.0,32,1,331.24
16033.0,27,5,1260.6
16034.0,55,1,153.6
16037.0,27,2,603.46
16042.0,54,1,24.95
16043.0,40,1,307.85
16045.0,12,1,664.45
16048.0,95,2,256.44
16057.0,7,1,683.98
16059.0,49,2,259.5
16062.0,87,1,247.56
16065.0,87,1,367.14
16072.0,10,1,584.3199999999999
16073.0,19,1,122.39999999999999
16078.0,6,1,79.2
16081.0,89,1,157.6
16083.0,83,1,337.98
16084.0,21,1,436.18
16085.0,43,1,181.35
16086.0,11,2,278.45
16098.0,21,2,852.4
16109.0,30,1,314.99999999999994
16110.0,33,1,404.0
16112.0,55,2,136.14
16115.0,15,1,138.83
16122.0,55,2,249.84
16124.0,39,1,249.0
16125.0,89,1,289.35
16126.0,19,1,891.35
16128.0,4,1,388.3
16133.0,10,2,630.91
16134.0,81,1,283.53000000000003
16140.0,93,1,124.14
16143.0,25,3,1212.8500000000001
16145.0,11,3,978.92
16148.0,18,1,76.32000000000001
16150.0,94,1,393.42
16153.0,77,1,215.01
16156.0,33,1,303.84000000000003
16159.0,3,1,348.2
16161.0,12,7,1315.94
16163.0,87,1,441.6
16168.0,41,2,403.5
16182.0,17,1,825.0
16186.0,94,1,307.68
16187.0,6,2,675.9000000000001
16191.0,23,7,2019.28
16202.0,83,1,365.27
16203.0,94,1,170.7
16206.0,50,1,161.3
16208.0,11,1,497.59
16210.0,32,6,8876.94
16212.0,5,1,498.15000000000003
16217.0,4,1,183.0
16218.0,96,1,471.3
16221.0,89,1,166.74
16222.0,40,1,773.5500000000001
16233.0,52,2,326.5
16235.0,18,2,344.46
16241.0,61,2,436.38
16244.0,95,1,1056.63
16250.0,96,1,226.14
16255.0,27,3,893.21
16265.0,16,4,2442.84
16270.0,75,1,1141.24
16271.0,80,1,133.22
16274.0,95,1,351.75
16282.0,62,1,168.3
16293.0,89,1,378.75
16303.0,55,1,827.1800000000001
16306.0,16,5,594.47
16315.0,53,1,226.37
16316.0,80,1,308.21999999999997
16317.0,19,1,570.76
16321.0,27,3,223.65
16326.0,36,2,425.18
16327.0,38,2,1158.22
16332.0,27,1,122.3
16333.0,2,4,4428.96
16339.0,6,1,94.05
16349.0,12,1,53.5
16350.0,56,1,376.7
16351.0,55,1,153.9
16353.0,17,8,1295.2
16359.0,25,2,301.65
16365.0,81,2,368.46
16367.0,85,1,167.09
16378.0,19,2,287.05
16385.0,88,1,147.20000000000002
16387.0,45,1,94.36
16389.0,5,1,119.65
16393.0,17,3,505.6
16394.0,12,1,312.40999999999997
16395.0,46,2,450.56
16401.0,16,2,665.8
16402.0,91,1,205.65
16403.0,34,1,177.5
16405.0,24,2,167.25
16407.0,8,3,535.39
16409.0,39,1,271.56
16411.0,91,1,128.55
16414.0,2,1,50.8
16419.0,33,1,252.66
16422.0,7,13,6781.31
16425.0,24,1,302.7
16427.0,6,1,109.8
16431.0,19,2,334.6
16434.0,22,1,393.5
16441.0,13,1,211.0
16442.0,83,1,147.06
16449.0,3,1,416.69
16455.0,83,3,531.98
16456.0,29,2,1236.49
16458.0,6,3,567.4
16462.0,6,1,34.0
16466.0,15,1,109.12
16470.0,81,1,216.34
16473.0,9,2,217.81
16477.0,42,3,961.71
16493.0,7,2,367.8
16494.0,18,1,826.53
16496.0,39,1,736.7
16497.0,40,2,512.38
16499.0,82,2,365.45
16500.0,53,1,165.0
16503.0,52,2,841.79
16509.0,19,1,363.7
16510.0,94,1,248.1
16515.0,33,1,319.86
16518.0,6,1,190.7
16519.0,87,1,103.7
16520.0,87,1,325.76
16523.0,38,1,743.9
16525.0,5,7,3064.13
16531.0,16,3,484.83
16532.0,60,1,1910.4
16539.0,80,2,747.25
16546.0,13,2,787.15
16549.0,56,1,119.49000000000001
16550.0,90,1,554.66
16551.0,59,1,311.07
16552.0,95,1,95.29
16553.0,27,3,1945.44
16554.0,53,1,0.85
16556.0,17,2,950.99
16558.0,24,4,1445.8600000000001
16560.0,80,1,332.18
16565.0,86,1,173.7
16566.0,15,1,94.89999999999999
16567.0,59,1,557.5600000000001
16570.0,34,1,450.06
16571.0,4,1,436.68
16573.0,12,1,292.63
16583.0,96,1,233.45
16592.0,10,1,455.28000000000003
16593.0,50,1,69.6
16596.0,88,1,120.65
16598.0,8,1,145.04999999999998
16600.0,61,1,125.86
16607.0,6,4,1102.78
16612.0,34,1,280.05
16618.0,45,1,728.16
16634.0,94,1,164.8
16638.0,13,4,741.89
16654.0,90,1,227.4
16655.0,54,1,812.25
16656.0,14,3,1398.3200000000002
16658.0,90,1,123.24
16660.0,41,1,282.59999999999997
16665.0,84,1,135.39999999999998
16667.0,6,1,200.4
16668.0,6,1,50.76
16670.0,5,4,1393.8400000000001
16676.0,59,1,464.82
16678.0,5,1,312.18
16679.0,88,1,129.75
16684.0,18,6,9811.98
16686.0,28,2,687.91
16692.0,11,1,8.5
16700.0,19,3,1278.3
16701.0,20,3,1222.62
16705.0,33,3,3620.83
16709.0,4,1,1120.53
16710.0,82,2,519.9200000000001
16711.0,24,2,598.8000000000001
16713.0,17,4,1616.1200000000001
16714.0,39,2,1114.06
16716.0,33,1,734.4000000000001
16717.0,88,1,307.25
16718.0,91,1,606.0500000000001
16719.0,11,3,752.51
16722.0,10,3,1113.88
16725.0,24,7,758.27
16726.0,16,3,585.76
16727.0,86,1,256.32
16730.0,41,1,187.01999999999998
16735.0,56,1,607.21
16738.0,20,1,3.75
16743.0,81,1,430.28000000000003
16745.0,7,4,1225.92
16746.0,15,3,1245.34
16748.0,31,2,609.8
16752.0,95,1,207.5
16754.0,94,1,2002.4
16755.0,38,1,316.06
16757.0,41,1,106.83000000000001
16765.0,16,1,34.0
16767.0,38,1,1866.02
16770.0,35,3,527.75
16771.0,32,2,947.42
16775.0,13,3,577.1
16779.0,26,6,2066.15
16781.0,94,1,311.25
16782.0,39,3,905.64
16791.0,54,1,246.98
16792.0,4,2,110.38000000000001
16795.0,87,1,414.88
16805.0,82,1,214.77
16812.0,82,1,479.35
16814.0,16,7,2120.11
16816.0,35,2,325.45
16817.0,82,2,367.3
16833.0,56,1,309.48
16835.0,95,1,81.75
16838.0,10,1,392.12
16839.0,5,7,3298.65
16841.0,9,1,317.38
16842.0,24,1,520.5699999999999
16843.0,13,2,1999.46
16850.0,56,1,332.41
16858.0,91,1,375.69000000000005
16863.0,89,1,164.25
16873.0,86,1,2157.64
16875.0,18,3,805.09
16882.0,39,1,9.9
16883.0,94,1,128.03
16885.0,79,1,177.95
16889.0,59,1,523.05
16891.0,94,1,217.26
16893.0,89,1,145.93
16897.0,21,2,289.78
16898.0,90,1,112.08
16899.0,82,1,170.55
16904.0,20,4,632.4100000000001
16905.0,94,1,254.39999999999998
16907.0,12,2,409.75
16912.0,13,3,737.84
16913.0,12,1,113.44
16915.0,6,1,54.300000000000004
16916.0,94,1,196.43
16918.0,39,1,275.78
16919.0,82,2,540.01
16923.0,1,4,1864.34
16926.0,93,1,230.25
16927.0,84,1,218.1
16928.0,24,3,330.0
16931.0,14,4,882.19
16938.0,31,1,267.6
16940.0,11,1,757.68
16943.0,40,1,451.03
16945.0,27,3,780.64
16948.0,48,1,69.6
16949.0,39,1,74.42
16950.0,89,1,172.0
16951.0,26,1,1053.79
16954.0,82,1,346.79999999999995
16955.0,58,3,354.98
16957.0,4,1,114.84
16979.0,20,1,347.15
16980.0,13,1,681.86
16983.0,42,2,358.75
16985.0,36,2,1273.56
16992.0,7,1,421.6
16996.0,75,2,127.54000000000002
16997.0,10,3,702.0
16998.0,26,1,90.0
17001.0,3,3,1106.09
17002.0,13,1,513.06
17007.0,79,2,207.12
17017.0,10,6,2885.96
17018.0,48,1,405.0
17019.0,53,2,629.91
17025.0,95,2,160.97
17026.0,91,1,33.15
17027.0,5,3,433.23
17033.0,81,1,307.8
17034.0,10,1,141.79999999999998
17035.0,33,1,259.51
17041.0,83,1,304.5
17048.0,5,2,760.4
17050.0,14,2,660.94
17059.0,91,1,722.36
17062.0,36,4,533.33
17063.0,11,2,319.37
17064.0,49,1,143.95
17068.0,6,5,1037.85
17069.0,77,2,583.2
17071.0,32,1,308.55
17075.0,13,2,562.6
17076.0,87,1,151.5
17082.0,40,1,636.94
17083.0,18,2,996.02
17085.0,21,3,970.15
17090.0,10,2,462.0
17091.0,47,2,888.15
17094.0,44,1,302.0
17095.0,21,2,543.96
17097.0,46,2,287.64
17105.0,28,1,319.4
17114.0,19,2,268.54
17117.0,10,1,116.19999999999999
17118.0,40,1,157.02
17126.0,22,2,501.67
17128.0,57,1,157.09
17135.0,12,2,500.55
17139.0,11,1,2639.38
17146.0,81,1,298.25
17147.0,34,1,409.5
17158.0,82,1,413.79
17162.0,27,1,424.41
17165.0,6,1,158.68
17171.0,11,1,224.91
17175.0,18,1,519.08
17179.0,83,1,243.0
17180.0,38,1,245.44
17181.0,95,1,155.52
17188.0,37,3,1424.44
17189.0,81,1,226.57000000000002
17191.0,2,4,820.88
17194.0,83,1,252.62
17198.0,87,2,521.66
17211.0,75,3,779.71
17213.0,38,3,936.95
17214.0,14,3,453.1
17218.0,56,4,770.63
17220.0,35,2,637.5
17223.0,32,2,416.89
17226.0,31,1,393.49
17227.0,91,1,142.25
17228.0,34,3,479.38
17230.0,33,7,3435.0099999999998
17231.0,20,3,699.88
17235.0,94,1,341.9
17236.0,22,3,445.37
17238.0,44,3,508.64
17239.0,35,1,382.5
17243.0,1,8,2044.2
17251.0,85,1,269.83
17255.0,21,1,108.26
17256.0,34,1,127.89999999999999
17259.0,90,1,367.95
17262.0,88,1,268.86
17277.0,44,1,717.02
17282.0,22,1,723.9
17284.0,58,1,716.11
17287.0,89,2,222.7
17288.0,17,3,290.52
17291.0,30,1,550.8000000000001
17293.0,30,2,469.35
17302.0,28,1,182.85
17303.0,83,1,250.04
17306.0,18,3,1674.88
17311.0,39,1,556.46
17314.0,34,2,566.2
17315.0,3,8,1178.2
17320.0,90,1,450.92
17323.0,14,1,141.69
17324.0,54,2,702.23
17325.0,2,1,96.8
17329.0,37,1,243.36
17334.0,24,2,307.02
17337.0,32,1,989.38
17338.0,13,3,2638.6
17339.0,87,1,60.0
17340.0,76,2,4360.39
17341.0,88,1,416.61
17343.0,77,1,193.64
17346.0,21,3,337.96
17348.0,20,1,160.15
17356.0,34,1,178.22
17358.0,25,2,360.81
17361.0,14,1,45.0
17362.0,32,1,150.0
17364.0,11,2,924.39
17365.0,55,2,742.66
17368.0,53,2,694.0
17371.0,83,1,92.14
17372.0,39,3,528.9300000000001
17373.0,35,1,145.25
17374.0,3,1,191.95
17375.0,34,2,286.37
17376.0,33,1,105.85
17377.0,10,5,1133.83
17381.0,17,8,7179.46
17388.0,9,1,381.6
17389.0,4,6,898.92
17392.0,28,2,417.27
17396.0,94,1,397.5
17400.0,75,1,424.17
17402.0,51,3,571.87
17404.0,38,3,6773.0599999999995
17406.0,55,3,2184.42
17412.0,25,3,589.12
17416.0,3,1,2114.71
17418.0,46,1,167.39000000000001
17419.0,17,4,1037.47
17420.0,96,1,130.85
17422.0,18,1,321.25
17426.0,4,1,1193.88
17428.0,12,6,3110.12
17430.0,87,1,112.6
17431.0,35,1,403.3
17442.0,12,1,440.83
17446.0,32,1,68.10000000000001
17449.0,5,2,1022.6
17450.0,55,5,20649.04
17454.0,21,2,298.1
17456.0,87,1,249.86
17457.0,31,2,717.0600000000001
17460.0,40,3,203.8
17462.0,6,1,463.40999999999997
17463.0,35,1,691.46
17470.0,90,1,178.4
17472.0,10,2,438.27
17491.0,48,2,632.9200000000001
17496.0,81,1,271.05
17499.0,12,1,622.88
17504.0,11,2,787.43
17507.0,31,1,340.56
17508.0,3,1,387.31
17511.0,12,6,18356.86
17512.0,13,3,651.21
17515.0,40,1,231.48
17516.0,7,2,324.63
17517.0,31,1,153.94
17519.0,90,1,335.3
17524.0,83,1,145.0
17525.0,82,1,422.70000000000005
17526.0,13,3,872.8
17530.0,19,2,645.33
17535.0,2,1,164.4
17537.0,25,1,620.75
17540.0,38,1,268.8
17551.0,81,1,290.34
17552.0,94,2,298.52
17555.0,56,1,195.45
17560.0,33,1,162.1
17567.0,4,3,1478.18
17569.0,54,1,344.14
17571.0,20,1,282.7
17572.0,95,1,70.80000000000001
17576.0,4,6,720.39
17580.0,34,2,168.02
17581.0,3,6,2064.98
17585.0,60,1,417.81
17591.0,20,3,845.41
17593.0,75,1,662.9
17596.0,90,1,390.97
17602.0,46,1,767.0500000000001
17604.0,34,1,136.24
17609.0,24,2,531.25
17611.0,42,3,1053.17
17612.0,20,1,305.46
17613.0,11,2,897.51
17616.0,90,1,326.4
17618.0,84,1,278.98
17619.0,34,1,214.37
17621.0,34,2,901.78
17629.0,82,1,238.65
17634.0,59,1,785.65
17643.0,95,1,101.55
17646.0,4,2,596.85
17652.0,3,1,222.3
17655.0,7,3,1296.7
17659.0,21,3,474.95
17663.0,9,1,371.39
17667.0,21,1,928.05
17671.0,87,1,394.18
17672.0,31,1,1177.8400000000001
17673.0,42,1,402.41999999999996
17674.0,91,1,300.66
17675.0,11,6,3646.7400000000002
17676.0,88,1,300.7
17677.0,24,6,2711.1
17682.0,90,1,391.5
17685.0,30,4,1186.22
17686.0,25,1,1592.61
17690.0,48,5,1570.65
17691.0,80,2,290.40000000000003
17692.0,27,2,453.96
17696.0,87,2,175.6
17700.0,3,1,602.61
17705.0,24,1,136.3
17706.0,12,4,888.85
17707.0,58,1,83.7
17708.0,47,1,106.85
17711.0,12,1,220.53000000000003
17714.0,43,1,153.0
17720.0,90,1,102.0
17722.0,47,2,1743.58
17730.0,20,2,687.04
17732.0,95,1,303.97
17735.0,10,3,1896.02
17738.0,4,1,779.92
17739.0,55,2,682.59
17742.0,55,1,302.57
17744.0,45,3,1008.4
17752.0,81,1,80.64
17757.0,3,9,1277.57
17760.0,95,1,172.54
17769.0,1,2,448.11
17770.0,4,1,603.17
17771.0,45,1,115.8
17774.0,27,1,219.98999999999998
17786.0,39,1,103.35
17787.0,27,3,1668.52
17789.0,3,1,225.9
17790.0,24,6,516.35
17796.0,35,3,614.1
17799.0,41,3,1010.71
17800.0,56,1,136.05
17802.0,94,1,100.2
17809.0,24,4,1861.7
17811.0,6,9,2741.17
17812.0,90,1,193.29999999999998
17816.0,87,1,16.21
17819.0,19,3,1836.12
17827.0,87,3,1270.96
17829.0,20,1,889.24
17830.0,11,1,188.5
17838.0,14,3,1655.0
17841.0,3,23,5612.41
17843.0,25,1,205.48
17848.0,32,3,213.91
17849.0,28,2,345.1
17850.0,94,34,5391.21
17855.0,95,1,208.97
17856.0,4,1,482.81
17857.0,18,3,2127.54
17858.0,26,4,2093.0
17859.0,27,1,141.92000000000002
17860.0,90,1,226.45000000000002
17861.0,42,1,241.85999999999999
17862.0,45,1,330.9
17863.0,33,2,890.6999999999999
17865.0,11,4,2331.35
17867.0,10,1,25.5
17869.0,90,1,214.32
17870.0,89,1,326.4
17873.0,3,2,690.73
17880.0,87,1,458.92
17881.0,26,1,133.35000000000002
17884.0,34,3,590.54
17888.0,39,2,112.08
17889.0,44,1,99.35
17890.0,45,2,586.89
17894.0,7,6,867.0
17897.0,89,2,410.67
17905.0,74,2,392.9
17908.0,96,1,232.03
17912.0,32,5,310.06
17913.0,78,1,218.05
17917.0,85,1,107.16
17920.0,37,3,834.81
17923.0,4,1,207.50000000000003
17924.0,24,2,502.20000000000005
17925.0,95,1,244.08
17929.0,31,1,196.20000000000002
17937.0,21,3,2693.88
17940.0,25,1,1045.44
17949.0,5,5,3820.5
17950.0,87,2,263.17
17951.0,80,2,409.50000000000006
17954.0,17,4,708.76
17961.0,5,8,612.93
17964.0,94,1,261.76
17965.0,6,5,1053.68
17967.0,94,1,112.27
17968.0,95,1,265.1
17969.0,83,1,125.2
17975.0,32,4,1378.78
17976.0,94,1,321.79
17978.0,87,1,300.91999999999996
17980.0,81,1,295.2
17988.0,49,1,64.99000000000001
17990.0,75,2,316.0
17994.0,13,1,305.3
17995.0,3,1,76.1
17999.0,88,1,190.34
18004.0,84,1,157.92
18008.0,40,1,130.81
18011.0,95,1,102.78999999999999
18016.0,37,2,318.85
18017.0,32,1,165.0
18032.0,56,1,73.5
18037.0,44,2,39.55
18041.0,3,8,1656.67
18043.0,88,1,287.91
18044.0,6,2,146.37
18050.0,81,1,74.4
18055.0,13,5,2394.03
18056.0,10,1,363.65
18061.0,13,3,817.33
18062.0,60,1,169.8
18065.0,10,3,750.0500000000001
18068.0,11,1,101.69999999999999
18069.0,49,1,287.11
18071.0,88,1,258.95
18074.0,96,1,489.6
18075.0,6,4,867.5
18077.0,41,3,711.46
18085.0,52,2,689.95
18087.0,13,1,3202.9199999999996
18092.0,52,4,3111.84
18093.0,20,2,1117.52
18094.0,14,1,504.72
18095.0,34,2,580.0500000000001
18097.0,62,2,657.1800000000001
18102.0,4,7,39766.090000000004
18106.0,51,1,421.9
18109.0,26,6,1213.57
18113.0,90,1,76.32000000000001
18114.0,12,1,220.1
18116.0,17,4,823.32
18118.0,5,6,1440.75
18119.0,90,1,180.7
18125.0,17,2,720.97
18136.0,42,1,288.99
18138.0,17,1,152.65
18144.0,41,3,660.05
18145.0,35,1,609.01
18151.0,12,1,312.55
18155.0,14,1,113.93
18156.0,91,1,186.88
18159.0,23,1,530.15
18161.0,42,1,301.53
18168.0,24,3,634.39
18171.0,56,1,240.45000000000002
18172.0,11,2,1978.3799999999999
18176.0,80,1,476.35
18178.0,31,2,633.95
18179.0,48,2,622.9
18188.0,12,1,426.6
18190.0,53,1,171.46
18196.0,12,1,450.78
18198.0,10,3,907.32
18202.0,33,1,485.73
18211.0,1,1,137.9
18212.0,48,1,216.07
18218.0,3,1,289.21999999999997
18219.0,18,3,484.37
18223.0,1,5,1674.84
18225.0,27,2,468.82
18226.0,60,1,417.3
18229.0,17,4,1372.9
18230.0,24,1,464.82
18231.0,11,1,291.0
18233.0,48,1,440.0
18239.0,35,3,918.52
18245.0,35,2,804.91
18250.0,32,1,349.27
18257.0,13,2,363.8
18259.0,88,1,376.30000000000007
18260.0,56,2,787.7700000000001
18269.0,88,1,168.6
18283.0,7,3,314.7
