Customer ID,Recency,Frequency,Monetary,Cluster,Segment
14373.0,80,1,76.55,1,At-Risk Customers
14379.0,17,1,110.98,0,Regular Customers
14386.0,19,1,142.4,0,Regular Customers
14388.0,4,2,714.25,0,Regular Customers
14390.0,95,1,223.7,1,At-Risk Customers
14395.0,56,2,689.36,1,At-Risk Customers
14396.0,93,1,110.35,1,At-Risk Customers
14401.0,37,2,552.12,0,Regular Customers
14404.0,49,2,391.08,0,Regular Customers
14409.0,41,3,666.1,0,Regular Customers
14410.0,28,1,137.65,0,Regular Customers
14411.0,33,1,1063.0,0,Regular Customers
14413.0,84,1,121.05,1,At-Risk Customers
14414.0,81,1,217.2,1,At-Risk Customers
14415.0,26,3,1581.56,0,Regular Customers
14419.0,87,1,124.1,1,At-Risk Customers
14426.0,35,2,701.17,0,Regular Customers
14428.0,47,1,203.55,0,Regular Customers
14431.0,25,1,470.36,0,Regular Customers
14437.0,88,1,63.0,1,At-Risk Customers
14438.0,28,1,131.9,0,Regular Customers
14439.0,42,1,2661.24,0,Regular Customers
14440.0,39,2,1185.71,0,Regular Customers
14442.0,39,1,675.58,0,Regular Customers
14443.0,32,2,608.4,0,Regular Customers
14447.0,3,1,265.0,0,Regular Customers
14448.0,86,1,102.35,1,At-Risk Customers
14449.0,94,1,210.24,1,At-Risk Customers
14450.0,43,1,161.03,0,Regular Customers
14457.0,33,1,113.64,0,Regular Customers
14460.0,33,1,30.0,0,Regular Customers
14462.0,30,3,444.02,0,Regular Customers
14465.0,25,1,597.3,0,Regular Customers
14466.0,3,3,1035.65,0,Regular Customers
14467.0,34,1,131.7,0,Regular Customers
14470.0,10,1,297.64,0,Regular Customers
14472.0,7,3,944.19,0,Regular Customers
14473.0,4,1,85.0,0,Regular Customers
14475.0,27,1,306.55,0,Regular Customers
14477.0,19,1,165.0,0,Regular Customers
14479.0,87,1,174.4,1,At-Risk Customers
14481.0,9,1,302.86,0,Regular Customers
14483.0,4,1,137.1,0,Regular Customers
14487.0,90,1,125.1,1,At-Risk Customers
14491.0,95,1,127.2,1,At-Risk Customers
14496.0,34,2,538.8100000000001,0,Regular Customers
14497.0,31,1,475.37,0,Regular Customers
14498.0,84,1,166.22,1,At-Risk Customers
14499.0,1,1,122.87,0,Regular Customers
14501.0,42,1,66.93,0,Regular Customers
14502.0,14,2,445.4,0,Regular Customers
14505.0,59,2,1355.66,1,At-Risk Customers
14506.0,5,2,554.16,0,Regular Customers
14513.0,11,1,18.75,0,Regular Customers
14514.0,53,1,255.25,1,At-Risk Customers
14520.0,13,1,165.0,0,Regular Customers
14524.0,3,2,470.05,0,Regular Customers
14525.0,48,2,726.95,0,Regular Customers
14527.0,6,14,2132.14,2,Loyal High-Value Customers
14530.0,19,1,662.86,0,Regular Customers
14532.0,8,3,792.3000000000001,0,Regular Customers
14533.0,75,1,433.5,1,At-Risk Customers
14534.0,19,3,770.73,0,Regular Customers
14540.0,31,1,195.9,0,Regular Customers
14541.0,9,4,832.35,0,Regular Customers
14543.0,18,3,946.25,0,Regular Customers
14544.0,83,1,1101.77,1,At-Risk Customers
14548.0,40,1,326.4,0,Regular Customers
14549.0,33,1,289.24,0,Regular Customers
14553.0,61,1,201.94,1,At-Risk Customers
14555.0,24,1,186.34,0,Regular Customers
14560.0,5,5,704.47,0,Regular Customers
14562.0,11,2,434.7,0,Regular Customers
14565.0,83,1,1167.41,1,At-Risk Customers
14570.0,3,2,218.06,0,Regular Customers
14572.0,46,1,331.03,0,Regular Customers
14573.0,4,3,705.1,0,Regular Customers
14576.0,94,1,35.400000000000006,1,At-Risk Customers
14577.0,85,1,346.90000000000003,1,At-Risk Customers
14587.0,26,3,511.12,0,Regular Customers
14589.0,94,1,39.75,1,At-Risk Customers
14594.0,95,1,255.0,1,At-Risk Customers
14595.0,35,1,163.8,0,Regular Customers
14600.0,28,1,393.33,0,Regular Customers
14606.0,5,27,4013.35,2,Loyal High-Value Customers
14608.0,84,1,204.0,1,At-Risk Customers
14609.0,19,1,144.0,0,Regular Customers
14616.0,7,2,247.68000000000004,0,Regular Customers
14618.0,60,1,211.8,1,At-Risk Customers
14620.0,6,1,235.35,0,Regular Customers
14621.0,80,1,305.7,1,At-Risk Customers
14625.0,83,1,585.53,1,At-Risk Customers
14631.0,21,1,309.5,0,Regular Customers
14639.0,13,2,1235.13,0,Regular Customers
14643.0,80,1,357.94,1,At-Risk Customers
14644.0,20,1,187.50000000000003,0,Regular Customers
14646.0,12,10,57866.02,3,VIP Customers
14653.0,60,1,344.81,1,At-Risk Customers
14656.0,5,1,133.11,0,Regular Customers
14657.0,4,2,524.4,0,Regular Customers
14659.0,20,2,774.97,0,Regular Customers
14662.0,38,1,96.95,0,Regular Customers
14665.0,19,3,731.66,0,Regular Customers
14667.0,14,7,2586.25,0,Regular Customers
14669.0,54,2,837.5,1,At-Risk Customers
14670.0,2,2,392.86,0,Regular Customers
14672.0,58,1,285.28000000000003,1,At-Risk Customers
14673.0,89,1,373.49,1,At-Risk Customers
14676.0,5,1,556.32,0,Regular Customers
14680.0,17,5,8284.12,0,Regular Customers
14684.0,84,1,168.36,1,At-Risk Customers
14688.0,6,6,1700.42,0,Regular Customers
14692.0,21,2,380.85,0,Regular Customers
14696.0,48,2,588.25,0,Regular Customers
14701.0,1,3,892.61,0,Regular Customers
14702.0,3,6,1185.7,0,Regular Customers
14708.0,90,1,419.06,1,At-Risk Customers
14709.0,39,2,722.05,0,Regular Customers
14713.0,45,3,648.09,0,Regular Customers
14715.0,20,2,247.45,0,Regular Customers
14723.0,80,3,455.65,1,At-Risk Customers
14729.0,95,1,313.49,1,At-Risk Customers
14732.0,6,2,673.98,0,Regular Customers
14733.0,25,6,6940.72,0,Regular Customers
14735.0,32,5,1016.85,0,Regular Customers
14737.0,75,1,434.0,1,At-Risk Customers
14738.0,38,1,204.77,0,Regular Customers
14739.0,60,2,943.44,1,At-Risk Customers
14740.0,6,1,521.1,0,Regular Customers
14741.0,84,2,495.3,1,At-Risk Customers
14744.0,20,5,928.03,0,Regular Customers
14745.0,7,1,240.6,0,Regular Customers
14748.0,91,2,470.42,1,At-Risk Customers
14754.0,17,1,228.27,0,Regular Customers
14755.0,18,2,994.48,0,Regular Customers
14760.0,19,1,89.2,0,Regular Customers
14761.0,57,1,97.5,1,At-Risk Customers
14766.0,88,1,180.4,1,At-Risk Customers
14769.0,47,2,870.99,0,Regular Customers
14770.0,45,1,278.6,0,Regular Customers
14775.0,94,1,406.56,1,At-Risk Customers
14776.0,34,1,558.36,0,Regular Customers
14778.0,31,1,334.05,0,Regular Customers
14779.0,2,3,386.15,0,Regular Customers
14782.0,42,1,200.1,0,Regular Customers
14784.0,46,1,114.68,0,Regular Customers
14794.0,56,1,179.1,1,At-Risk Customers
14796.0,3,6,2285.39,0,Regular Customers
14798.0,32,1,75.68,0,Regular Customers
14800.0,57,3,1753.64,1,At-Risk Customers
14803.0,14,1,542.15,0,Regular Customers
14805.0,36,1,109.25,0,Regular Customers
14810.0,8,4,641.74,0,Regular Customers
14813.0,92,2,152.88,1,At-Risk Customers
14821.0,89,1,48.8,1,At-Risk Customers
14825.0,19,3,631.87,0,Regular Customers
14828.0,59,1,582.0,1,At-Risk Customers
14829.0,83,2,385.33,1,At-Risk Customers
14841.0,11,2,991.95,0,Regular Customers
14842.0,30,1,310.0,0,Regular Customers
14849.0,20,8,1428.03,0,Regular Customers
14850.0,34,1,325.75,0,Regular Customers
14865.0,94,1,37.2,1,At-Risk Customers
14866.0,88,1,103.68,1,At-Risk Customers
14867.0,58,1,300.74,1,At-Risk Customers
14871.0,83,1,120.95,1,At-Risk Customers
14878.0,15,2,433.89,0,Regular Customers
14880.0,10,1,129.2,0,Regular Customers
14889.0,58,1,135.9,1,At-Risk Customers
14895.0,12,1,2346.34,0,Regular Customers
14896.0,87,1,257.22,1,At-Risk Customers
14897.0,19,1,175.5,0,Regular Customers
14898.0,24,3,424.05,0,Regular Customers
14901.0,83,3,497.05,1,At-Risk Customers
14903.0,1,1,529.88,0,Regular Customers
14907.0,83,3,960.69,1,At-Risk Customers
14911.0,2,25,15524.09,2,Loyal High-Value Customers
14913.0,81,1,300.87,1,At-Risk Customers
14916.0,46,1,295.05,0,Regular Customers
14932.0,88,1,363.53,1,At-Risk Customers
14934.0,5,1,828.84,0,Regular Customers
14935.0,19,1,1784.71,0,Regular Customers
14944.0,18,2,754.29,0,Regular Customers
14952.0,8,3,2183.83,0,Regular Customers
14959.0,18,1,178.66,0,Regular Customers
14961.0,20,3,2103.03,0,Regular Customers
14970.0,38,1,337.5,0,Regular Customers
14976.0,49,1,155.95,1,At-Risk Customers
14978.0,12,3,1132.4,0,Regular Customers
14985.0,80,1,119.77,1,At-Risk Customers
14987.0,88,1,163.2,1,At-Risk Customers
14995.0,2,1,119.31,0,Regular Customers
15002.0,19,3,1147.59,0,Regular Customers
15005.0,3,5,1102.26,0,Regular Customers
15012.0,95,1,188.56,1,At-Risk Customers
15018.0,90,1,111.25,1,At-Risk Customers
15021.0,89,1,198.09,1,At-Risk Customers
15023.0,47,2,984.35,0,Regular Customers
15024.0,19,3,680.59,0,Regular Customers
15028.0,90,1,185.97,1,At-Risk Customers
15031.0,4,1,150.83,0,Regular Customers
15032.0,88,2,2770.6,1,At-Risk Customers
15033.0,51,1,556.55,1,At-Risk Customers
15034.0,1,3,1650.61,0,Regular Customers
15038.0,92,1,118.88,1,At-Risk Customers
15039.0,7,13,6130.42,2,Loyal High-Value Customers
15044.0,17,7,3168.6,0,Regular Customers
15046.0,8,5,1188.19,0,Regular Customers
15048.0,91,1,98.7,1,At-Risk Customers
15052.0,41,1,207.73,0,Regular Customers
15053.0,4,1,222.65,0,Regular Customers
15057.0,38,1,1131.0,0,Regular Customers
15058.0,22,3,470.57,0,Regular Customers
15059.0,19,3,369.91,0,Regular Customers
15061.0,4,20,23524.14,2,Loyal High-Value Customers
15062.0,7,2,460.98,0,Regular Customers
15065.0,13,1,773.66,0,Regular Customers
15067.0,5,1,848.05,0,Regular Customers
15070.0,95,1,106.2,1,At-Risk Customers
15078.0,9,7,2218.64,0,Regular Customers
15079.0,37,2,509.24,0,Regular Customers
15081.0,89,1,111.15,1,At-Risk Customers
15087.0,4,1,306.94,0,Regular Customers
15090.0,30,1,381.32,0,Regular Customers
15092.0,5,1,323.16,0,Regular Customers
15093.0,9,3,2603.21,0,Regular Customers
15100.0,56,3,876.0,1,At-Risk Customers
15101.0,81,1,102.28,1,At-Risk Customers
15104.0,4,1,374.64,0,Regular Customers
15107.0,33,6,319.5,0,Regular Customers
15110.0,41,1,169.65,0,Regular Customers
15111.0,95,1,288.5,1,At-Risk Customers
15114.0,24,1,259.05,0,Regular Customers
15121.0,10,1,295.15,0,Regular Customers
15122.0,20,1,397.04,0,Regular Customers
15129.0,14,1,355.40000000000003,0,Regular Customers
15133.0,24,1,333.2,0,Regular Customers
15139.0,58,1,122.1,1,At-Risk Customers
15144.0,34,1,378.32,0,Regular Customers
15146.0,13,1,834.22,0,Regular Customers
15157.0,80,1,1085.46,1,At-Risk Customers
15159.0,38,4,2698.12,0,Regular Customers
15160.0,79,1,158.16,1,At-Risk Customers
15164.0,61,1,168.44,1,At-Risk Customers
15165.0,95,1,487.75,1,At-Risk Customers
15167.0,42,1,158.8,0,Regular Customers
15171.0,53,1,1289.5,1,At-Risk Customers
15174.0,45,1,135.75,0,Regular Customers
15179.0,41,1,1285.62,0,Regular Customers
15180.0,89,1,87.5,1,At-Risk Customers
15189.0,4,5,1619.72,0,Regular Customers
15192.0,87,1,315.0,1,At-Risk Customers
15194.0,6,6,2513.73,0,Regular Customers
15197.0,80,1,556.5,1,At-Risk Customers
15199.0,30,1,353.1,0,Regular Customers
15203.0,33,1,211.94,0,Regular Customers
15204.0,79,1,316.58,1,At-Risk Customers
15208.0,75,1,65.4,1,At-Risk Customers
15211.0,87,1,383.07,1,At-Risk Customers
15213.0,40,2,328.35,0,Regular Customers
15218.0,41,1,581.66,0,Regular Customers
15220.0,3,1,316.11,0,Regular Customers
15221.0,88,1,403.25,1,At-Risk Customers
15222.0,41,1,585.0,0,Regular Customers
15224.0,80,2,322.08,1,At-Risk Customers
15226.0,33,1,154.41,0,Regular Customers
15227.0,6,2,625.07,0,Regular Customers
15228.0,17,1,904.85,0,Regular Customers
15235.0,7,9,1460.94,0,Regular Customers
15236.0,21,1,321.05,0,Regular Customers
15240.0,34,1,312.9,0,Regular Customers
15241.0,6,1,395.33,0,Regular Customers
15246.0,81,1,186.0,1,At-Risk Customers
15257.0,5,1,317.15,0,Regular Customers
15260.0,95,2,420.5,1,At-Risk Customers
15262.0,46,1,178.95000000000002,0,Regular Customers
15266.0,60,1,119.3,1,At-Risk Customers
15270.0,24,3,1013.5,0,Regular Customers
15271.0,60,2,364.85,1,At-Risk Customers
15279.0,77,1,290.51,1,At-Risk Customers
15281.0,9,2,1014.57,0,Regular Customers
15288.0,87,1,165.65,1,At-Risk Customers
15290.0,17,4,852.8299999999999,0,Regular Customers
15291.0,48,4,1372.19,0,Regular Customers
15296.0,49,1,1199.33,1,At-Risk Customers
15298.0,47,3,873.08,0,Regular Customers
15299.0,94,3,1835.01,1,At-Risk Customers
15301.0,90,1,673.37,1,At-Risk Customers
15303.0,12,1,574.02,0,Regular Customers
15304.0,4,2,228.6,0,Regular Customers
15311.0,2,28,15185.1,2,Loyal High-Value Customers
15312.0,76,1,289.74,1,At-Risk Customers
15316.0,49,1,165.0,1,At-Risk Customers
15319.0,5,1,204.5,0,Regular Customers
15321.0,14,1,1159.47,0,Regular Customers
15326.0,56,1,311.71,1,At-Risk Customers
15332.0,88,4,1661.06,1,At-Risk Customers
15339.0,40,1,257.9,0,Regular Customers
15346.0,55,1,252.42,1,At-Risk Customers
15347.0,88,1,201.6,1,At-Risk Customers
15350.0,95,1,115.65,1,At-Risk Customers
15351.0,92,1,274.67,1,At-Risk Customers
15353.0,90,1,311.65,1,At-Risk Customers
15356.0,19,3,590.21,0,Regular Customers
15358.0,2,8,3456.9,0,Regular Customers
15361.0,84,1,418.92,1,At-Risk Customers
15363.0,94,1,326.0,1,At-Risk Customers
15365.0,37,1,208.61,0,Regular Customers
15366.0,80,1,105.54,1,At-Risk Customers
15370.0,19,2,754.22,0,Regular Customers
15373.0,12,4,900.0,0,Regular Customers
15379.0,45,3,2682.09,0,Regular Customers
15380.0,87,1,230.1,1,At-Risk Customers
15382.0,18,1,1019.42,0,Regular Customers
15384.0,82,1,303.57,1,At-Risk Customers
15392.0,82,1,338.98,1,At-Risk Customers
15393.0,3,1,124.1,0,Regular Customers
15394.0,80,1,587.66,1,At-Risk Customers
15395.0,47,1,107.45,0,Regular Customers
15397.0,12,1,94.0,0,Regular Customers
15400.0,1,1,346.1,0,Regular Customers
15406.0,23,1,252.29,0,Regular Customers
15407.0,27,1,165.0,0,Regular Customers
15415.0,35,1,559.61,0,Regular Customers
15416.0,5,1,1375.24,0,Regular Customers
15421.0,32,1,295.06,0,Regular Customers
15422.0,45,2,97.7,0,Regular Customers
15426.0,91,1,382.57,1,At-Risk Customers
15443.0,42,1,437.71,0,Regular Customers
15447.0,53,1,155.17,1,At-Risk Customers
15448.0,35,1,494.64,0,Regular Customers
15454.0,84,1,179.1,1,At-Risk Customers
15456.0,5,3,434.59,0,Regular Customers
15460.0,76,1,214.26,1,At-Risk Customers
15464.0,60,1,1044.65,1,At-Risk Customers
15465.0,1,7,2869.16,0,Regular Customers
15482.0,81,2,548.44,1,At-Risk Customers
15485.0,58,2,1268.13,1,At-Risk Customers
15497.0,42,1,970.6,0,Regular Customers
15498.0,42,5,3504.64,0,Regular Customers
15502.0,90,3,929.4,1,At-Risk Customers
15503.0,85,1,141.04,1,At-Risk Customers
15510.0,53,1,250.0,1,At-Risk Customers
15512.0,82,1,101.2,1,At-Risk Customers
15513.0,39,5,2414.26,0,Regular Customers
15514.0,3,5,2116.74,0,Regular Customers
15518.0,40,3,618.95,0,Regular Customers
15525.0,95,1,274.93,1,At-Risk Customers
15527.0,38,2,580.3,0,Regular Customers
15529.0,46,3,570.89,0,Regular Customers
15532.0,80,1,353.8,1,At-Risk Customers
15535.0,49,2,259.04,0,Regular Customers
15543.0,10,1,127.86,0,Regular Customers
15544.0,10,3,1199.12,0,Regular Customers
15545.0,93,1,135.32999999999998,1,At-Risk Customers
15547.0,7,4,1413.83,0,Regular Customers
15549.0,38,1,930.3,0,Regular Customers
15550.0,23,1,137.89999999999998,0,Regular Customers
15555.0,83,3,989.82,1,At-Risk Customers
15562.0,74,1,134.55,1,At-Risk Customers
15563.0,81,1,270.19,1,At-Risk Customers
15569.0,54,1,288.5,1,At-Risk Customers
15570.0,6,6,1967.39,0,Regular Customers
15574.0,80,3,563.54,1,At-Risk Customers
15577.0,27,1,29.65,0,Regular Customers
15579.0,36,1,195.35,0,Regular Customers
15581.0,76,4,323.86,1,At-Risk Customers
15587.0,74,1,344.88,1,At-Risk Customers
15589.0,33,1,184.95,0,Regular Customers
15596.0,3,3,1080.5,0,Regular Customers
15601.0,17,7,3790.2,0,Regular Customers
15602.0,34,4,404.75,0,Regular Customers
15605.0,12,2,377.6,0,Regular Customers
15606.0,1,4,1194.67,0,Regular Customers
15607.0,58,1,104.76,1,At-Risk Customers
15611.0,3,2,204.0,0,Regular Customers
15615.0,20,5,2435.1,0,Regular Customers
15620.0,80,1,424.49,1,At-Risk Customers
15622.0,4,1,576.0,0,Regular Customers
15626.0,52,1,281.88,1,At-Risk Customers
15628.0,89,1,319.18,1,At-Risk Customers
15636.0,4,1,306.7,0,Regular Customers
15640.0,21,5,4278.38,0,Regular Customers
15641.0,4,2,762.16,0,Regular Customers
15643.0,4,1,337.1,0,Regular Customers
15646.0,94,1,189.8,1,At-Risk Customers
15649.0,58,2,816.0,1,At-Risk Customers
15656.0,6,1,242.95,0,Regular Customers
15658.0,32,2,576.4000000000001,0,Regular Customers
15660.0,5,2,364.3,0,Regular Customers
15661.0,39,2,309.8,0,Regular Customers
15670.0,19,1,173.05,0,Regular Customers
15673.0,49,1,880.26,1,At-Risk Customers
15675.0,2,1,45.0,0,Regular Customers
15676.0,6,1,897.8,0,Regular Customers
15680.0,88,1,478.89,1,At-Risk Customers
15681.0,2,1,345.68,0,Regular Customers
15687.0,11,3,1032.55,0,Regular Customers
15689.0,84,1,103.5,1,At-Risk Customers
15694.0,53,4,1245.12,0,Regular Customers
15696.0,37,3,777.51,0,Regular Customers
15708.0,8,4,1513.36,0,Regular Customers
15709.0,6,1,133.25,0,Regular Customers
15712.0,10,1,299.8,0,Regular Customers
15713.0,88,1,171.15,1,At-Risk Customers
15716.0,91,1,529.4,1,At-Risk Customers
15719.0,4,3,1042.7,0,Regular Customers
15722.0,12,1,324.05,0,Regular Customers
15723.0,87,1,190.7,1,At-Risk Customers
15724.0,7,1,103.65,0,Regular Customers
15727.0,53,2,2071.7,1,At-Risk Customers
15732.0,94,1,138.1,1,At-Risk Customers
15733.0,5,1,162.3,0,Regular Customers
15738.0,8,4,1285.14,0,Regular Customers
15749.0,54,2,22998.4,0,Regular Customers
15750.0,5,3,610.92,0,Regular Customers
15752.0,95,1,259.65000000000003,1,At-Risk Customers
15753.0,26,1,79.2,0,Regular Customers
15755.0,17,1,314.68,0,Regular Customers
15759.0,19,2,185.04,0,Regular Customers
15769.0,10,5,10189.08,0,Regular Customers
15777.0,40,3,753.15,0,Regular Customers
15780.0,80,1,177.15,1,At-Risk Customers
15781.0,28,1,83.35,0,Regular Customers
15785.0,17,1,928.58,0,Regular Customers
15789.0,80,1,351.3,1,At-Risk Customers
15796.0,24,1,343.92,0,Regular Customers
15797.0,27,2,1510.2,0,Regular Customers
15799.0,56,1,320.22,1,At-Risk Customers
15805.0,11,2,924.56,0,Regular Customers
15808.0,28,4,3651.27,0,Regular Customers
15809.0,25,1,198.8,0,Regular Customers
15810.0,19,1,377.32,0,Regular Customers
15811.0,20,3,897.33,0,Regular Customers
15812.0,40,1,244.8,0,Regular Customers
15820.0,42,1,206.98,0,Regular Customers
15822.0,81,1,440.2,1,At-Risk Customers
15823.0,94,1,15.0,1,At-Risk Customers
15827.0,3,7,734.28,0,Regular Customers
15831.0,46,1,309.94,0,Regular Customers
15835.0,53,1,301.11,1,At-Risk Customers
15838.0,33,2,1235.0,0,Regular Customers
15841.0,61,1,331.6,1,At-Risk Customers
15843.0,26,1,118.95000000000002,0,Regular Customers
15845.0,10,2,1232.58,0,Regular Customers
15847.0,10,1,180.68,0,Regular Customers
15854.0,33,3,747.3000000000001,0,Regular Customers
15856.0,23,4,4360.21,0,Regular Customers
15858.0,11,2,816.22,0,Regular Customers
15860.0,91,1,102.66,1,At-Risk Customers
15862.0,96,1,354.23,1,At-Risk Customers
15864.0,38,1,242.42,0,Regular Customers
15867.0,18,6,1068.87,0,Regular Customers
15874.0,6,1,584.35,0,Regular Customers
15880.0,91,1,329.03000000000003,1,At-Risk Customers
15881.0,34,5,501.39,0,Regular Customers
15882.0,90,2,371.3200000000001,1,At-Risk Customers
15885.0,31,1,15.0,0,Regular Customers
15889.0,91,1,272.07,1,At-Risk Customers
15894.0,91,1,151.44,1,At-Risk Customers
15898.0,89,2,516.64,1,At-Risk Customers
15899.0,91,1,56.25,1,At-Risk Customers
15903.0,17,1,161.28,0,Regular Customers
15910.0,11,2,310.9,0,Regular Customers
15916.0,52,3,575.0600000000001,0,Regular Customers
15919.0,91,1,214.08,1,At-Risk Customers
15922.0,95,1,369.5,1,At-Risk Customers
15923.0,95,1,127.08,1,At-Risk Customers
15932.0,11,1,317.73,0,Regular Customers
15938.0,46,1,74.9,0,Regular Customers
15939.0,9,4,1364.1,0,Regular Customers
15940.0,33,1,35.8,0,Regular Customers
15945.0,87,1,181.0,1,At-Risk Customers
15950.0,82,1,428.8200000000001,1,At-Risk Customers
15951.0,8,1,375.17,0,Regular Customers
15953.0,5,3,652.12,0,Regular Customers
15955.0,95,1,572.38,1,At-Risk Customers
15965.0,89,1,156.19,1,At-Risk Customers
15967.0,41,1,161.9,0,Regular Customers
15970.0,26,1,314.1,0,Regular Customers
15971.0,6,2,879.0,0,Regular Customers
15973.0,89,1,307.82000000000005,1,At-Risk Customers
15974.0,11,1,769.24,0,Regular Customers
15981.0,33,1,270.0,0,Regular Customers
15983.0,82,3,1138.37,1,At-Risk Customers
15984.0,5,4,563.14,0,Regular Customers
15987.0,91,1,113.48,1,At-Risk Customers
15990.0,9,1,401.37,0,Regular Customers
15996.0,7,2,473.34,0,Regular Customers
15998.0,84,1,863.39,1,At-Risk Customers
16003.0,82,1,1181.0,1,At-Risk Customers
16010.0,85,1,110.1,1,At-Risk Customers
16011.0,12,4,745.69,0,Regular Customers
16013.0,24,12,7371.2,2,Loyal High-Value Customers
16014.0,13,1,253.63,0,Regular Customers
16016.0,88,1,363.02,1,At-Risk Customers
16019.0,19,4,1953.5,0,Regular Customers
16027.0,6,2,399.72,0,Regular Customers
16029.0,14,15,19452.27,2,Loyal High-Value Customers
16030.0,32,1,331.24,0,Regular Customers
16033.0,27,5,1260.6,0,Regular Customers
16034.0,55,1,153.6,1,At-Risk Customers
16037.0,27,2,603.46,0,Regular Customers
16042.0,54,1,24.95,1,At-Risk Customers
16043.0,40,1,307.85,0,Regular Customers
16045.0,12,1,664.45,0,Regular Customers
16048.0,95,2,256.44,1,At-Risk Customers
16057.0,7,1,683.98,0,Regular Customers
16059.0,49,2,259.5,0,Regular Customers
16062.0,87,1,247.56,1,At-Risk Customers
16065.0,87,1,367.14,1,At-Risk Customers
16072.0,10,1,584.3199999999999,0,Regular Customers
16073.0,19,1,122.4,0,Regular Customers
16078.0,6,1,79.2,0,Regular Customers
16081.0,89,1,157.6,1,At-Risk Customers
16083.0,83,1,337.98,1,At-Risk Customers
16084.0,21,1,436.18,0,Regular Customers
16085.0,43,1,181.35,0,Regular Customers
16086.0,11,2,278.45,0,Regular Customers
16098.0,21,2,852.4,0,Regular Customers
16109.0,30,1,314.99999999999994,0,Regular Customers
16110.0,33,1,404.0,0,Regular Customers
16112.0,55,2,136.14,1,At-Risk Customers
16115.0,15,1,138.83,0,Regular Customers
16122.0,55,2,249.84,1,At-Risk Customers
16124.0,39,1,249.0,0,Regular Customers
16125.0,89,1,289.35,1,At-Risk Customers
16126.0,19,1,891.35,0,Regular Customers
16128.0,4,1,388.3,0,Regular Customers
16133.0,10,2,630.91,0,Regular Customers
16134.0,81,1,283.53000000000003,1,At-Risk Customers
16140.0,93,1,124.14,1,At-Risk Customers
16143.0,25,3,1212.85,0,Regular Customers
16145.0,11,3,978.92,0,Regular Customers
16148.0,18,1,76.32000000000001,0,Regular Customers
16150.0,94,1,393.42,1,At-Risk Customers
16153.0,77,1,215.01,1,At-Risk Customers
16156.0,33,1,303.84000000000003,0,Regular Customers
16159.0,3,1,348.2,0,Regular Customers
16161.0,12,7,1315.94,0,Regular Customers
16163.0,87,1,441.6,1,At-Risk Customers
16168.0,41,2,403.5,0,Regular Customers
16182.0,17,1,825.0,0,Regular Customers
16186.0,94,1,307.68,1,At-Risk Customers
16187.0,6,2,675.9000000000001,0,Regular Customers
16191.0,23,7,2019.28,0,Regular Customers
16202.0,83,1,365.27,1,At-Risk Customers
16203.0,94,1,170.7,1,At-Risk Customers
16206.0,50,1,161.3,1,At-Risk Customers
16208.0,11,1,497.59,0,Regular Customers
16210.0,32,6,8876.94,0,Regular Customers
16212.0,5,1,498.15,0,Regular Customers
16217.0,4,1,183.0,0,Regular Customers
16218.0,96,1,471.3,1,At-Risk Customers
16221.0,89,1,166.74,1,At-Risk Customers
16222.0,40,1,773.5500000000001,0,Regular Customers
16233.0,52,2,326.5,1,At-Risk Customers
16235.0,18,2,344.46,0,Regular Customers
16241.0,61,2,436.38,1,At-Risk Customers
16244.0,95,1,1056.63,1,At-Risk Customers
16250.0,96,1,226.14,1,At-Risk Customers
16255.0,27,3,893.21,0,Regular Customers
16265.0,16,4,2442.84,0,Regular Customers
16270.0,75,1,1141.24,1,At-Risk Customers
16271.0,80,1,133.22,1,At-Risk Customers
16274.0,95,1,351.75,1,At-Risk Customers
16282.0,62,1,168.3,1,At-Risk Customers
16293.0,89,1,378.75,1,At-Risk Customers
16303.0,55,1,827.1800000000001,1,At-Risk Customers
16306.0,16,5,594.47,0,Regular Customers
16315.0,53,1,226.37,1,At-Risk Customers
16316.0,80,1,308.22,1,At-Risk Customers
16317.0,19,1,570.76,0,Regular Customers
16321.0,27,3,223.65,0,Regular Customers
16326.0,36,2,425.18,0,Regular Customers
16327.0,38,2,1158.22,0,Regular Customers
16332.0,27,1,122.3,0,Regular Customers
16333.0,2,4,4428.96,0,Regular Customers
16339.0,6,1,94.05,0,Regular Customers
16349.0,12,1,53.5,0,Regular Customers
16350.0,56,1,376.7,1,At-Risk Customers
16351.0,55,1,153.9,1,At-Risk Customers
16353.0,17,8,1295.2,0,Regular Customers
16359.0,25,2,301.65,0,Regular Customers
16365.0,81,2,368.46,1,At-Risk Customers
16367.0,85,1,167.09,1,At-Risk Customers
16378.0,19,2,287.05,0,Regular Customers
16385.0,88,1,147.20000000000002,1,At-Risk Customers
16387.0,45,1,94.36,0,Regular Customers
16389.0,5,1,119.65,0,Regular Customers
16393.0,17,3,505.6,0,Regular Customers
16394.0,12,1,312.41,0,Regular Customers
16395.0,46,2,450.56,0,Regular Customers
16401.0,16,2,665.8,0,Regular Customers
16402.0,91,1,205.65,1,At-Risk Customers
16403.0,34,1,177.5,0,Regular Customers
16405.0,24,2,167.25,0,Regular Customers
16407.0,8,3,535.39,0,Regular Customers
16409.0,39,1,271.56,0,Regular Customers
16411.0,91,1,128.55,1,At-Risk Customers
16414.0,2,1,50.8,0,Regular Customers
16419.0,33,1,252.66,0,Regular Customers
